ags,strasse,ort,hnr,wahlbezirk_nr,wahlbezirk_name,wahlraum_name,wahlraum_addresse,wahlraum_addresse2,wahlbehoerde,hausnummer_start,hausnummer_ende,note
3358024,Kiefernweg,Walsrode OT Düshorn,[1 - 4],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,4,
3358024,Kirchboitzen,Walsrode OT Kirchboitzen,[1 - 222],110,0110 Kirchboitzen,110 - Kirchboitzen,Kirchboitzen 131,29664 Walsrode,Stadt Walsrode,1,222,
3358024,Kirchenweg,Walsrode OT Bomlitz,[1 - 8],132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,1,8,
3358024,Kirchplatz,Walsrode,[1 -3 - 13],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,13,
3358024,Kirchstraße,Walsrode OT Benefeld,[1 - 24],133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,1,24,
3358024,Kirchstraße,Walsrode OT Düshorn,[1 - 15],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,15,
3358024,Klaus-Groth-Winkel,Walsrode,[1 - 4],114,0114 Grundschule am Markt,114 - Grundschule am Markt,Marktstraße 11,29664 Walsrode,Stadt Walsrode,1,4,
3358024,Klein Eilstorf,Walsrode OT Klein Eilstorf,[1 - 50],111,0111 Klein Eilstorf,111 - Klein Eilstorf,Klein Eilstorf 41,29664 Walsrode,Stadt Walsrode,1,50,
3358024,Klein-Harler-Straße,Walsrode OT Bommelsen,[29 - 31] ungerade,138,0138 Bommelsen-Kroge,138 - Bommelsen-Kroge,Bosselsmoor 10,29699 Walsrode,Stadt Walsrode,29,31,ungerade
3358024,Klein-Harler-Straße,Walsrode OT Kroge,[1 - 27],138,0138 Bommelsen-Kroge,138 - Bommelsen-Kroge,Bosselsmoor 10,29699 Walsrode,Stadt Walsrode,1,27,
3358024,Kleiner Graben,Walsrode,[1 - 24],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,24,
3358024,Königsberger Straße,Walsrode OT Bomlitz,[1 - 6],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,6,
3358024,Königsberger Weg,Walsrode OT Düshorn,[1 - 6],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,6,
3358024,Kornblumenweg,Walsrode,[1 - 5],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,5,
3358024,Kotte Kamp,Walsrode OT Düshorn,[1 - 15],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,15,
3358024,Koveler Straße,Walsrode,[1 - 39],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,39,
3358024,Kreienried,Walsrode OT Düshorn,[1 - 30],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,30,
3358024,Krelingen,Walsrode OT Krelingen,[1 - 234],129,0129 Krelingen,129 - Krelingen,Krelingen 157,29664 Walsrode,Stadt Walsrode,1,234,
3358024,Kreyengrund,Walsrode,[1 - 27],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,27,
3358024,Kronsnest,Walsrode OT Hamwiede,1,104,0104 Hamwiede,104 - Hamwiede,Hamwiede 52,29664 Walsrode,Stadt Walsrode,1,1,
3358024,Kupferweg,Walsrode OT Honerdingen,[1 - 4],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,1,4,
3358024,Kurze Straße,Walsrode,[1 - 6],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,6,
3358024,Kurze Straße,Walsrode OT Bomlitz,[1 - 2],132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,1,2,
3358024,Küsterberg,Walsrode OT Düshorn,[1 - 20],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,20,
3358024,Küstriner Straße,Walsrode OT Bomlitz,[1 - 22],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,22,
3358024,Lange Straße,Walsrode,[2 - 1315],114,0114 Grundschule am Markt,114 - Grundschule am Markt,Marktstraße 11,29664 Walsrode,Stadt Walsrode,2,1315,
3358024,Leitnantshof,Walsrode OT Uetzingen,[1 - 6 A],136,0136 Uetzingen,136 - Uetzingen,Walsroder Straße 110,29699 Walsrode,Stadt Walsrode,1,6,
3358024,Lerchenweg,Walsrode OT Düshorn,[1 - 4],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,4,
3358024,Lindenring,Walsrode OT Bomlitz,[1 - 49],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,49,
3358024,Lindenstraße,Walsrode,[1 - 40],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,40,
3358024,Lise-Meitner-Straße,Walsrode,[1 - 18],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,18,
3358024,Lisztstraße,Walsrode,[1 - 5],116,"0116 Alte Schule Vorbrück, Wahlraum 1","116 - Alte Schule Vorbrück, Wahlraum 1",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,5,
3358024,Lohbergs Kamp,Walsrode,[3 - 35],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,3,35,
3358024,Lohheider Straße,Walsrode OT Benefeld,[1 - 38],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,1,38,
3358024,Lönsheide,Walsrode OT Uetzingen,[1 - 14],136,0136 Uetzingen,136 - Uetzingen,Walsroder Straße 110,29699 Walsrode,Stadt Walsrode,1,14,
3358024,Ludwig-Harms-Straße,Walsrode,[1 - 18 C],101,"0101 Hans-Brüggemann-Schule, Wahlraum 1","101 - Hans-Brüggemann-Schule, Wahlraum 1",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,18,
3358024,Ludwig-Jahn-Straße,Walsrode OT Benefeld,[1 - 14],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,1,14,
3358024,Ludwig-Rahlfs-Straße,Walsrode OT Düshorn,[1 - 5],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,5,
3358024,Margeritenwinkel,Walsrode,[1 - 26],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,26,
3358024,Marienstein,Walsrode OT Klein Eilstorf,[1 - 1 B] ungerade,111,0111 Klein Eilstorf,111 - Klein Eilstorf,Klein Eilstorf 41,29664 Walsrode,Stadt Walsrode,1,1,ungerade
3358024,Marktstraße,Walsrode,[1 - 11] ungerade,114,0114 Grundschule am Markt,114 - Grundschule am Markt,Marktstraße 11,29664 Walsrode,Stadt Walsrode,1,11,ungerade
3358024,Max-Planck-Straße,Walsrode,[1 - 8],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,8,
3358024,Meinerdinger Kirchweg,Walsrode,[1 - 20],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,20,
3358024,Meirehmer Berg,Walsrode,[1 A - 65],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,65,
3358024,Meirehmer Straße,Walsrode,[2 - 36],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,2,36,
3358024,Meisenweg,Walsrode OT Düshorn,[1 - 15],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,15,
3358024,Memelstraße,Walsrode,[1 - 18],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,18,
3358024,Meyerhof,Walsrode OT Ahrsen,[1 - 11],137,0137 Ahrsen-Jarlingen,137 - Ahrsen-Jarlingen,Kettenburger Weg 2 A,29699 Walsrode,Stadt Walsrode,1,11,
3358024,Mohnblumenweg,Walsrode,[2 - 24],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,2,24,
3358024,Moorstraße,Walsrode,[1 - 102],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,102,
3358024,Moorwiese,Walsrode,[1 - 22],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,22,
3358024,Mozartstraße,Walsrode,[1 - 25],116,"0116 Alte Schule Vorbrück, Wahlraum 1","116 - Alte Schule Vorbrück, Wahlraum 1",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,25,
3358024,Mühlenbruchweg,Walsrode OT Düshorn,[1 - 2],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,2,
3358024,Mühlenstraße,Walsrode OT Düshorn,[1 - 46],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,46,
3358024,Neue Schäferei,Walsrode OT Bomlitz,[1 - 11] ungerade,132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,1,11,ungerade
3358024,Neue Straße,Walsrode,[1 - 25],114,0114 Grundschule am Markt,114 - Grundschule am Markt,Marktstraße 11,29664 Walsrode,Stadt Walsrode,1,25,
3358024,Neue Straße,Walsrode OT Bomlitz,[1 - 26],132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,1,26,
3358024,Neuer Weg,Walsrode OT Honerdingen,[1 - 14],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,1,14,
3358024,Niedersachsenplatz,Walsrode OT Benefeld,[1 - 4],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,1,4,
3358024,Niefelfeld,Walsrode,[1 - 14],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,14,
3358024,Nordkampen,Walsrode OT Nordkampen,[1 - 131],106,0106 Nordkampen,106 - Nordkampen,Nordkampen 95,29664 Walsrode,Stadt Walsrode,1,131,
3358024,Nordsunderberg,Walsrode,[1 - 24],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,24,
3358024,Oskar-Wolff-Straße,Walsrode,[1 - 44],114,0114 Grundschule am Markt,114 - Grundschule am Markt,Marktstraße 11,29664 Walsrode,Stadt Walsrode,1,44,
3358024,Ostdeutsche Allee,Walsrode,[1 - 6],116,"0116 Alte Schule Vorbrück, Wahlraum 1","116 - Alte Schule Vorbrück, Wahlraum 1",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,6,
3358024,Osterkamp,Walsrode,[1 - 44],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,44,
3358024,Ostlandring,Walsrode OT Düshorn,[2 - 29],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,2,29,
3358024,Ostmarkstraße,Walsrode,[2 - 20],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,2,20,
3358024,Otto-Hahn-Straße,Walsrode,[1 - 10 A],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,10,
3358024,Owe,Walsrode OT Hamwiede,1,104,0104 Hamwiede,104 - Hamwiede,Hamwiede 52,29664 Walsrode,Stadt Walsrode,1,1,
3358024,Papiermacherkamp,Walsrode OT Bomlitz,[1 - 38],132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,1,38,
3358024,Pappelweg,Walsrode,[2 - 24],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,2,24,
3358024,Parkweg,Walsrode,[1 - 12],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,12,
3358024,Paschewinkel,Walsrode OT Düshorn,[1 - 6],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,6,
3358024,Pestalozzistraße,Walsrode OT Benefeld,[1 - 20],133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,1,20,
3358024,Platanenring,Walsrode,[1 - 87],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,87,
3358024,Pommernweg,Walsrode OT Benefeld,[2 - 24],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,2,24,
3358024,Pommernweg,Walsrode OT Düshorn,[2 - 10],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,2,10,
3358024,Posener Straße,Walsrode,[1 - 18],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,18,
3358024,Poststraße,Walsrode,[1 - 13],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,13,
3358024,Poststraße,Walsrode OT Benefeld,[1 - 20],133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,1,20,
3358024,Prachterstraße,Walsrode OT Düshorn,[1 - 4],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,4,
3358024,Prager Straße,Walsrode,[1 - 17],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,17,
3358024,Quintusstraße,Walsrode,[1 - 187],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,187,
3358024,Raabestraße,Walsrode,[1 - 29],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,29,
3358024,Radewiesen,Walsrode,[1 - 41],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,41,
3358024,Raiffeisen-Weg,Walsrode OT Groß Eilstorf,1,112,0112 Groß Eilstorf,112 - Groß Eilstorf,Groß Eilstorf 82,29664 Walsrode,Stadt Walsrode,1,1,
3358024,Rainstraße,Walsrode OT Benefeld,[2 - 20],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,2,20,
3358024,Rehrstraße,Walsrode,[3 - 18],114,0114 Grundschule am Markt,114 - Grundschule am Markt,Marktstraße 11,29664 Walsrode,Stadt Walsrode,3,18,
3358024,Rehrweg,Walsrode OT Düshorn,[3 - 10],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,3,10,
3358024,Rembrandtwinkel,Walsrode,[1 - 16],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,16,
3358024,Ricarda-Huch-Straße,Walsrode,[1 - 27],114,0114 Grundschule am Markt,114 - Grundschule am Markt,Marktstraße 11,29664 Walsrode,Stadt Walsrode,1,27,
3358024,Richard-Fröhlich-Weg,Walsrode,5,116,"0116 Alte Schule Vorbrück, Wahlraum 1","116 - Alte Schule Vorbrück, Wahlraum 1",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,5,5,
3358024,Rieper Straße,Walsrode OT Bommelsen,[1 - 14],138,0138 Bommelsen-Kroge,138 - Bommelsen-Kroge,Bosselsmoor 10,29699 Walsrode,Stadt Walsrode,1,14,
3358024,Ritterspornweg,Walsrode,[2 - 6],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,2,6,
3358024,Robert-Koch-Straße,Walsrode,[1 - 8],101,"0101 Hans-Brüggemann-Schule, Wahlraum 1","101 - Hans-Brüggemann-Schule, Wahlraum 1",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,8,
3358024,Rödershöfen,Walsrode OT Düshorn,[1 - 5],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,5,
3358024,Rotdornweg,Walsrode,[1 - 13],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,13,
3358024,Rudolf-Diesel-Straße,Walsrode,[1 - 11],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,11,
3358024,Rudolf-Steiner-Straße,Walsrode OT Benefeld,[1 - 33],133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,1,33,
3358024,Saarstraße,Walsrode,[1 - 23],101,"0101 Hans-Brüggemann-Schule, Wahlraum 1","101 - Hans-Brüggemann-Schule, Wahlraum 1",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,23,
3358024,Saarweg,Walsrode OT Benefeld,[1 - 13] ungerade,134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,1,13,ungerade
3358024,Schäferweg,Walsrode OT Honerdingen,[11 - 116],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,11,116,
3358024,Schafsweide,Walsrode OT Benefeld,[1 - 23],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,1,23,
3358024,Scharnhorststraße,Walsrode,[1 - 18],101,"0101 Hans-Brüggemann-Schule, Wahlraum 1","101 - Hans-Brüggemann-Schule, Wahlraum 1",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,18,
3358024,Schillerstraße,Walsrode OT Benefeld,[1 - 12],133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,1,12,
3358024,Schlehenweg,Walsrode,[2 - 6],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,2,6,
3358024,Schlehenworth,Walsrode OT Bomlitz,[1 - 18],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,18,
3358024,Schlesier Weg,Walsrode OT Benefeld,[2 - 40],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,2,40,
3358024,Schlesierweg,Walsrode OT Düshorn,[1 - 12],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,12,
3358024,Schlüsselblumenweg,Walsrode,[1 - 23],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,23,
3358024,Schmersahlstraße,Walsrode,[1 - 35],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,35,
3358024,Schneeheide,Walsrode OT Schneeheide,[1 - 118],113,0113 Schneeheide,113 - Schneeheide,Schneeheide 13 C,29664 Walsrode,Stadt Walsrode,1,118,
3358024,Schubertstraße,Walsrode,[1 - 57],116,"0116 Alte Schule Vorbrück, Wahlraum 1","116 - Alte Schule Vorbrück, Wahlraum 1",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,57,
3358024,Schulstraße,Walsrode,[1 - 124],116,"0116 Alte Schule Vorbrück, Wahlraum 1","116 - Alte Schule Vorbrück, Wahlraum 1",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,124,
3358024,Schulstraße,Walsrode OT Bomlitz,[1 - 24],132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,1,24,
3358024,Schuppenrieth,Walsrode OT Ahrsen,1,137,0137 Ahrsen-Jarlingen,137 - Ahrsen-Jarlingen,Kettenburger Weg 2 A,29699 Walsrode,Stadt Walsrode,1,1,
3358024,Schwalbenweg,Walsrode OT Bomlitz,[1 - 4],132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,1,4,
3358024,Siedlungsstraße,Walsrode OT Benefeld,[1 - 52],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,1,52,
3358024,Sieverdingen,Walsrode OT Sieverdingen,[1 - 41],121,0121 Sieverdingen,121 - Sieverdingen,Sieverdingen 40,29664 Walsrode,Stadt Walsrode,1,41,
3358024,Sieverdinger Kirchweg,Walsrode,[1 - 31],114,0114 Grundschule am Markt,114 - Grundschule am Markt,Marktstraße 11,29664 Walsrode,Stadt Walsrode,1,31,
3358024,Silberweg,Walsrode OT Honerdingen,[1 - 8],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,1,8,
3358024,Sonnenblumenweg,Walsrode,[1 - 7],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,7,
3358024,Sonnenweg,Walsrode OT Düshorn,[2 - 8] gerade,127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,2,8,gerade
3358024,Sophienstraße,Walsrode OT Düshorn,[1 - 16],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,16,
3358024,Stellichte,Walsrode OT Stellichte,[1 - 204],122,0122 Stellichte,122 - Stellichte,Stellichte 137,29664 Walsrode,Stadt Walsrode,1,204,
3358024,Stettiner Straße,Walsrode OT Bomlitz,[1 - 10],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,10,
3358024,Stormstraße,Walsrode,[1 - 37],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,37,
3358024,Sudetenstraße,Walsrode,[2 - 36 -38],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,2,38,
3358024,Südkampen,Walsrode OT Südkampen,[1 - 123],107,0107 Südkampen,107 - Südkampen,Südkampen 9,29664 Walsrode,Stadt Walsrode,1,123,
3358024,Sunderstraße,Walsrode,[2 - 120 A],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,2,120,
3358024,Talblick,Walsrode,[1 - 18],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,18,
3358024,Tannenstraße,Walsrode OT Bomlitz,[1 - 18],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,18,
3358024,Tannenweg,Walsrode,[1 - 14],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,14,
3358024,Thorner Straße,Walsrode,[1 - 15],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,15,
3358024,Tietlingen,Walsrode OT Honerdingen,[1 - 50],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,1,50,
3358024,Tietlinger Weg,Walsrode OT Honerdingen,[3 - 5] ungerade,125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,3,5,ungerade
3358024,Uetzinger Kirchweg,Walsrode OT Honerdingen,[1 - 6],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,1,6,
3358024,Uetzinger Straße,Walsrode OT Honerdingen,[2 - 8] gerade,125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,2,8,gerade
3358024,Uferstraße,Walsrode OT Benefeld,[1 - 60],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,1,60,
3358024,Ulmenweg,Walsrode,[1 - 17],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,17,
3358024,Verdener Straße,Walsrode,[1 - 89 A],101,"0101 Hans-Brüggemann-Schule, Wahlraum 1","101 - Hans-Brüggemann-Schule, Wahlraum 1",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,89,
3358024,Vethem,Walsrode OT Vethem,[1 - 76],105,0105 Vethem,105 - Vethem,Vethem 57,29664 Walsrode,Stadt Walsrode,1,76,
3358024,Volkmannstraße,Walsrode,[1 - 13],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,13,
3358024,Von-Hodenberg-Straße,Walsrode,[1 - 11],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,11,
3358024,Von-Stoltzenberg-Straße,Walsrode,[1 - 11],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,11,
